"filename", "language", "HTML", "CSS", "comment", "blank", "total"
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\06-video-element.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\07-video-external.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\08-next.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\01-cs-introduction.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\02-form-basics.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\03-text-form.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\04-basic-input-atts.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\05-fieldset-and-legend.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\06-textarea.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\07-checkbox.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\08-radio.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\09-select-form.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\info-multimedia\video-youtube.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-1-height-and-width-global.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-DOCTYPE.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-abbr.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-address.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-area.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-article.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-aside.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-audio.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-b.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-base.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdi.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdo.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-blockquote.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-body.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-br.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-button.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-canvas.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-caption.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-cite.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-code.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-col.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-colgroup.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-comment.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-data.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-datalist.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-dd.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-del.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-details.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-dfn.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-dialog.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-div.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-dl.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-dt.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-em.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-embed.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-fieldset.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-figcaption.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-figure.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-footer.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-form.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-head.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-header.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-headings.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-hgroup.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-hr.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-html.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-i.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-iframe.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-img.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-input.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-ins.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-kbd.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-label.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-legend.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-li.html", "HTML", 1, 0, 0, 0, 1
"s:\Documents\GitHub\ProStartup-Learn\index-cs.html", "HTML", -44, 0, -3, 0, -47
"Total", "-", 2223, -1170, 37, 104, 1194
