"filename", "language", "HTML", "CSS", "comment", "blank", "total"
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html101\11-tables.html", "HTML", 266, 0, 4, 0, 270
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html101\12-next.html", "HTML", 34, 0, 4, 0, 38
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html101\list-101elements.html", "HTML", 313, 0, 4, 0, 317
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\01-cs-introduction.html", "HTML", 32, 0, 4, 0, 36
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\02-iframe-example01.html", "HTML", 17, 0, 0, 1, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\02-iframe-example02.html", "HTML", 17, 0, 0, 1, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\02-iframe.html", "HTML", 114, 0, 4, 0, 118
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\03-iframe-security.html", "HTML", 46, 0, 4, 0, 50
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\04-audio-element-example01.html", "HTML", 18, 0, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\04-audio-element-example02.html", "HTML", 17, 0, 0, 0, 17
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\04-audio-element.html", "HTML", 142, 0, 4, 0, 146
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\05-audio-external-example01.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\05-audio-external-example02.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\05-audio-external.html", "HTML", 132, 0, 5, 0, 137
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\06-video-element-example01.html", "HTML", 21, 0, 0, 0, 21
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\06-video-element-example02.html", "HTML", 16, 0, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\06-video-element.html", "HTML", 154, 0, 4, 0, 158
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\07-video-external-example01.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\07-video-external-example02.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\07-video-external.html", "HTML", 147, 0, 5, 0, 152
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\08-next.html", "HTML", 35, 0, 4, 0, 39
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html102\list-102elements.html", "HTML", 107, 0, 4, 0, 111
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\01-cs-introduction.html", "HTML", 34, 0, 4, 0, 38
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\02-form-basics.html", "HTML", 85, 0, 4, 0, 89
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\03-text-form-example01.html", "HTML", 14, 0, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\03-text-form-example02.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\03-text-form-example03.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\03-text-form-example04.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\03-text-form.html", "HTML", 137, 0, 4, 0, 141
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\04-basic-input-atts-example01.html", "HTML", 14, 0, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\04-basic-input-atts-example02.html", "HTML", 14, 0, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\04-basic-input-atts-example03.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\04-basic-input-atts-example04.html", "HTML", 14, 0, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\04-basic-input-atts.html", "HTML", 104, 0, 4, 0, 108
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\05-fieldset-and-legend-example01.html", "HTML", 18, 0, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\05-fieldset-and-legend-example02.html", "HTML", 19, 0, 0, 0, 19
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\05-fieldset-and-legend.html", "HTML", 85, 0, 4, 0, 89
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\06-textarea-example01.html", "HTML", 18, 0, 0, 0, 18
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\06-textarea.html", "HTML", 70, 0, 4, 0, 74
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\07-checkbox-example01.html", "HTML", 22, 0, 0, 0, 22
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\07-checkbox-example02.html", "HTML", 20, 0, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\07-checkbox.html", "HTML", 90, 0, 4, 0, 94
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\08-radio-example01.html", "HTML", 23, 0, 0, 0, 23
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\08-radio.html", "HTML", 68, 0, 4, 0, 72
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\09-select-form-example01.html", "HTML", 19, 0, 0, 0, 19
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\09-select-form-example02.html", "HTML", 24, 0, 0, 0, 24
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\09-select-form.html", "HTML", 106, 0, 4, 0, 110
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\10-next.html", "HTML", 34, 0, 4, 0, 38
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\html103\list-103element.html", "HTML", 133, 0, 4, 0, 137
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\htmlCourses.html", "HTML", 79, 0, 4, 0, 83
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\info-multimedia\type-general.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\info-multimedia\video-youtube.html", "HTML", 63, 0, 4, 1, 68
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\0-elements-list-category.html", "HTML", 1092, 0, 4, 0, 1096
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\0-elements-list.html", "HTML", 949, 0, 4, 0, 953
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\0-global-attribute-list.html", "HTML", 194, 0, 4, 0, 198
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-1-dir-global.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-1-height-and-width-global.html", "HTML", 32, 0, 4, 0, 36
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-1-id-global.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-1-lang-global.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-1-title-global.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-2-role-aria.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-a-download.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-a-href.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-a-target.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-area-coords.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-area-shape.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-audio-autoplay.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-audio-controls.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-audio-controlslist.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-audio-muted.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-audio-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-button-autocomplete.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-button-autofocus.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-button-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-button-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-canvas-height-and-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-canvas-moz-opaque.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-data-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-del-cite.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-del-datetime.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-details-open.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-embed-height-and-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-embed-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-embed-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-fieldset-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-fieldset-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-accept-charset.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-action.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-autocapitalize.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-autocomplete.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-enctype.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-method.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-novalidate.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-rel.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-form-target.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-html-xmlns.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-allow.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-allowfullscreen.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-credentialless.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-csp.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-height-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-loading.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-referrerpolicy.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-sandbox.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-iframe-srcdoc.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-alt.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-crossorigin.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-decoding.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-elementtiming.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-fetchpriority.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-height-and-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-ismap.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-loading.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-referrerpolicy.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-srcset.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-img-usemap.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-accept.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-alt.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-autocapitalize.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-autocomplete.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-capture.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-checked.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-formaction.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-formmethod.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-id.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-list.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-max.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-maxlength.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-min.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-minlegth.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-multiple.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-placeholder.html", "HTML", 0, 0, 0, 1, 1
